clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,split
D__id00078__00114_id06354_PmWLmcJNUhM_id06334_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00078\00114_id06354_PmWLmcJNUhM_id06334_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00078,id06354,id06334,Asian (South),men,train
A__id00816__00118,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id00816\00118.mp4,0,RealVideo-RealAudio,real,id00816,-,-,Asian (South),men,train
D__id02494__00050_id01036_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02494\00050_id01036_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02494,id01036,-,African,men,train
D__id01192__00217_id01239_gJvquKo7kbA_id03668_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01192\00217_id01239_gJvquKo7kbA_id03668_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01192,id01239,id03668,Caucasian (American),men,train
A__id00848__00028,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00848\00028.mp4,0,RealVideo-RealAudio,real,id00848,-,-,Caucasian (American),women,train
D__id04057__00015_id07799_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id04057\00015_id07799_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id04057,id07799,-,Asian (East),women,train
D__id03656__00052_3_id04705_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03656\00052_3_id04705_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03656,3,-,African,women,train
D__id00418__00052_id00025_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00025_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00418,id00025,-,Caucasian (American),women,train
D__id05434__00052_id04583_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id05434\00052_id04583_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id05434,id04583,-,Asian (South),women,train
A__id08299__00110,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id08299\00110.mp4,0,RealVideo-RealAudio,real,id08299,-,-,Asian (East),men,train
C__id00773__00038_id00078_9CoVxzTOAhk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id00773\00038_id00078_9CoVxzTOAhk.mp4,1,FakeVideo-RealAudio,fsgan,id00773,id00078,-,Asian (South),men,train
A__id06439__00118,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id06439\00118.mp4,0,RealVideo-RealAudio,real,id06439,-,-,Asian (South),women,train
C__id07108__00412_id06334_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07108\00412_id06334_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07108,id06334,-,Asian (South),men,train
A__id00055__00120,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00055\00120.mp4,0,RealVideo-RealAudio,real,id00055,-,-,Caucasian (European),men,train
C__id01838__00126_id05106_ZnnDdjlABM4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01838\00126_id05106_ZnnDdjlABM4.mp4,1,FakeVideo-RealAudio,fsgan,id01838,id05106,-,African,women,train
A__id00740__00015,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id00740\00015.mp4,0,RealVideo-RealAudio,real,id00740,-,-,Asian (East),men,train
D__id00183__00015_id00253_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00183\00015_id00253_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00183,id00253,-,Caucasian (European),men,train
D__id04144__00028_id00582_9gvF6IohoUI_id05620_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id04144\00028_id00582_9gvF6IohoUI_id05620_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04144,id00582,id05620,Asian (East),women,train
D__id06470__00052_id09053_6baCAGutGFg_id04687_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06470\00052_id09053_6baCAGutGFg_id04687_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06470,id09053,id04687,Asian (East),men,train
C__id03707__00055_id00291_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id03707\00055_id00291_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03707,id00291,-,Caucasian (American),women,train
A__id06427__00138,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06427\00138.mp4,0,RealVideo-RealAudio,real,id06427,-,-,Asian (East),women,train
D__id00554__00028_id00055_XzCF6sJ8Axc_id00559_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00554\00028_id00055_XzCF6sJ8Axc_id00559_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00554,id00055,id00559,Caucasian (European),men,train
B__id03815__00118_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id03815\00118_fake.mp4,1,RealVideo-FakeAudio,rtvc,id03815,fake.mp4,-,Asian (South),women,train
D__id03656__00052_1_id00460_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03656\00052_1_id00460_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03656,1,-,African,women,train
D__id00848__00028_id02466_VOgaA7O5yWY_faceswap_id02466_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00848\00028_id02466_VOgaA7O5yWY_faceswap_id02466_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00848,id02466,faceswap,Caucasian (American),women,train
A__id01076__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01076\00005.mp4,0,RealVideo-RealAudio,real,id01076,-,-,African,men,train
A__id02493__00073,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id02493\00073.mp4,0,RealVideo-RealAudio,real,id02493,-,-,Asian (East),men,train
D__id00761__00072_id01835_UZbWA0QfXXA_id01610_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00761\00072_id01835_UZbWA0QfXXA_id01610_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00761,id01835,id01610,African,men,train
A__id00732__00118,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id00732\00118.mp4,0,RealVideo-RealAudio,real,id00732,-,-,Asian (South),men,train
A__id07165__00368,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07165\00368.mp4,0,RealVideo-RealAudio,real,id07165,-,-,Asian (South),men,train
D__id01589__00017_id03889_C54Tw6xrc4U_faceswap_id03889_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id01589\00017_id03889_C54Tw6xrc4U_faceswap_id03889_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01589,id03889,faceswap,Asian (East),men,train
A__id04537__00083,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id04537\00083.mp4,0,RealVideo-RealAudio,real,id04537,-,-,Asian (South),men,train
C__id00272__00195_id00398_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00272\00195_id00398_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00272,id00398,-,Caucasian (American),women,train
C__id03707__00055_id01216_IRxEWpT_lZs,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id03707\00055_id01216_IRxEWpT_lZs.mp4,1,FakeVideo-RealAudio,fsgan,id03707,id01216,-,Caucasian (American),women,train
C__id01683__00052_id05743_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id01683\00052_id05743_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01683,id05743,-,Asian (East),men,train
D__id00945__00107_id00052_NK_leX996Yk_id01201_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00945\00107_id00052_NK_leX996Yk_id01201_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00945,id00052,leX996Yk,Caucasian (American),men,train
C__id03103__00130_id03656_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03103\00130_id03656_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03103,id03656,-,African,women,train
A__id05478__00135,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id05478\00135.mp4,0,RealVideo-RealAudio,real,id05478,-,-,Asian (South),women,train
C__id01838__00126_id00707_feeHCIlo6jg,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01838\00126_id00707_feeHCIlo6jg.mp4,1,FakeVideo-RealAudio,fsgan,id01838,id00707,-,African,women,train
D__id00484__00202_id01002_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00484\00202_id01002_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00484,id01002,-,Caucasian (European),women,train
D__id01026__00083_2_id03559_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id01026\00083_2_id03559_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01026,2,-,Asian (South),women,train
C__id00999__00028_id01157_yDgqfOWVKko,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00999\00028_id01157_yDgqfOWVKko.mp4,1,FakeVideo-RealAudio,fsgan,id00999,id01157,-,Caucasian (European),men,train
A__id03605__00048,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id03605\00048.mp4,0,RealVideo-RealAudio,real,id03605,-,-,Caucasian (American),women,train
C__id02493__00073_id03168_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id02493\00073_id03168_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02493,id03168,-,Asian (East),men,train
D__id03707__00055_id02466_VOgaA7O5yWY_faceswap_id03696_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03707\00055_id02466_VOgaA7O5yWY_faceswap_id03696_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03707,id02466,faceswap,Caucasian (American),women,train
D__id03757__00149_id01168_Uz7M0nTbgWM_id04221_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id03757\00149_id01168_Uz7M0nTbgWM_id04221_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03757,id01168,id04221,Caucasian (American),men,train
D__id03103__00130_id04055_0qrzF4HLXHY_id04939_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03103\00130_id04055_0qrzF4HLXHY_id04939_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03103,id04055,id04939,African,women,train
D__id06752__00221_id07008_hbwmyKv9Hio_id06254_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06752\00221_id07008_hbwmyKv9Hio_id06254_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06752,id07008,id06254,Asian (South),women,train
D__id01124__00063_id00179_Ux9OYyipQi8_id01042_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01124\00063_id00179_Ux9OYyipQi8_id01042_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01124,id00179,id01042,Caucasian (American),men,train
C__id01179__00160_id00076_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01179\00160_id00076_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01179,id00076,-,African,men,train
A__id04789__002121,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id04789\002121.mp4,0,RealVideo-RealAudio,real,id04789,-,-,Asian (East),men,train
C__id02365__00028_id06470_XoAiqCrOlyk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id02365\00028_id06470_XoAiqCrOlyk.mp4,1,FakeVideo-RealAudio,fsgan,id02365,id06470,-,Asian (East),men,train
C__id04726__00245_1,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id04726\00245_1.mp4,1,FakeVideo-RealAudio,faceswap,id04726,1.mp4,-,Asian (East),men,train
D__id01042__00154_id01211_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01042\00154_id01211_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01042,id01211,-,Caucasian (American),men,train
C__id07136__00052_id06445_NWtdqOxEbDY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07136\00052_id06445_NWtdqOxEbDY.mp4,1,FakeVideo-RealAudio,fsgan,id07136,id06445,-,Asian (South),women,train
C__id04376__00181_id03569_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04376\00181_id03569_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04376,id03569,-,African,women,train
C__id00428__00017_id01004_867Wlj7Gw68,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00428\00017_id01004_867Wlj7Gw68.mp4,1,FakeVideo-RealAudio,fsgan,id00428,id01004,-,Caucasian (American),women,train
B__id02493__00073_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id02493\00073_fake.mp4,1,RealVideo-FakeAudio,rtvc,id02493,fake.mp4,-,Asian (East),men,train
C__id04490__00054_id06752_PYYIloTJiH0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04490\00054_id06752_PYYIloTJiH0.mp4,1,FakeVideo-RealAudio,fsgan,id04490,id06752,-,Asian (South),women,train
C__id00835__00195_id01217_7lVC4xEK_6E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00835\00195_id01217_7lVC4xEK_6E.mp4,1,FakeVideo-RealAudio,fsgan,id00835,id01217,-,Caucasian (American),women,train
C__id04564__00417_0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04564\00417_0.mp4,1,FakeVideo-RealAudio,faceswap,id04564,0.mp4,-,Asian (South),women,train
C__id06428__00043_id04927_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id06428\00043_id04927_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06428,id04927,-,Asian (South),women,train
D__id07689__00028_id06343_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id07689\00028_id06343_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07689,id06343,-,Asian (South),women,train
A__id03668__00143,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id03668\00143.mp4,0,RealVideo-RealAudio,real,id03668,-,-,Caucasian (American),men,train
D__id02807__00032_id06462_Nn79kE76MA4_faceswap_id09116_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id02807\00032_id06462_Nn79kE76MA4_faceswap_id09116_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id02807,id06462,faceswap,Asian (East),women,train
D__id00373__00028_id00188_e-vm5FB3idA_id00634_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00373\00028_id00188_e-vm5FB3idA_id00634_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00373,id00188,id00634,Caucasian (European),women,train
C__id02807__00032_id08402_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id02807\00032_id08402_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02807,id08402,-,Asian (East),women,train
C__id00709__00206_id00063_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00709\00206_id00063_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00709,id00063,-,Caucasian (European),men,train
A__id04726__00245,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id04726\00245.mp4,0,RealVideo-RealAudio,real,id04726,-,-,Asian (East),men,train
C__id00999__00028_id00225_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00999\00028_id00225_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00999,id00225,-,Caucasian (European),men,train
C__id00180__00206_id01075_MtJUiHspdT0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00180\00206_id01075_MtJUiHspdT0.mp4,1,FakeVideo-RealAudio,fsgan,id00180,id01075,-,Caucasian (American),women,train
D__id01544__00044_id01691_IVtS5z8Jrrk_id00076_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01544\00044_id01691_IVtS5z8Jrrk_id00076_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01544,id01691,id00076,African,men,train
D__id03815__00118_id07689_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id03815\00118_id07689_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03815,id07689,-,Asian (South),women,train
D__id01058__00005_0_id00305_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01058\00005_0_id00305_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01058,0,-,Caucasian (European),men,train
C__id05980__00143_id02301_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05980\00143_id02301_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05980,id02301,-,African,women,train
C__id03965__00051_id04789_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id03965\00051_id04789_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03965,id04789,-,Asian (East),men,train
D__id01933__00028_id00987_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01933\00028_id00987_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01933,id00987,-,African,men,train
C__id00049__00118_id00169_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00049\00118_id00169_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00049,id00169,-,Caucasian (American),men,train
D__id03941__00021_id00735_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03941\00021_id00735_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03941,id00735,-,Caucasian (European),women,train
C__id01610__00090_id00944_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01610\00090_id00944_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01610,id00944,-,African,men,train
A__id08457__00417,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id08457\00417.mp4,0,RealVideo-RealAudio,real,id08457,-,-,Asian (South),men,train
D__id02617__00028_id01532_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id02617\00028_id01532_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02617,id01532,-,African,women,train
D__id01211__00023_id00062_bctnrIvZHTs_id00345_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01211\00023_id00062_bctnrIvZHTs_id00345_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01211,id00062,id00345,Caucasian (American),men,train
D__id00270__00088_id00495_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00270\00088_id00495_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00270,id00495,-,Caucasian (European),women,train
C__id00417__00069_id06752_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00417\00069_id06752_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00417,id06752,-,Asian (South),women,train
D__id01052__00076_id00709_Rh23ELMGsIQ_faceswap_id00265_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01052\00076_id00709_Rh23ELMGsIQ_faceswap_id00265_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01052,id00709,faceswap,Caucasian (European),men,train
C__id00166__00010_id01171_XSINMRoTb0E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00166\00010_id01171_XSINMRoTb0E.mp4,1,FakeVideo-RealAudio,fsgan,id00166,id01171,-,African,men,train
D__id01058__00005_3_id00963_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01058\00005_3_id00963_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01058,3,-,Caucasian (European),men,train
A__id00841__00078,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00841\00078.mp4,0,RealVideo-RealAudio,real,id00841,-,-,Caucasian (American),women,train
A__id00935__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00935\00005.mp4,0,RealVideo-RealAudio,real,id00935,-,-,Asian (East),women,train
A__id00860__00154,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id00860\00154.mp4,0,RealVideo-RealAudio,real,id00860,-,-,Asian (South),men,train
D__id01215__00001_id02493_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id01215\00001_id02493_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01215,id02493,-,Asian (East),men,train
C__id03028__00466_id02553_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id03028\00466_id02553_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03028,id02553,-,Asian (East),men,train
A__id04599__00111,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id04599\00111.mp4,0,RealVideo-RealAudio,real,id04599,-,-,Asian (South),men,train
D__id03940__00025_id06427_dBBAKe2EA_o_faceswap_id07799_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id03940\00025_id06427_dBBAKe2EA_o_faceswap_id07799_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03940,id06427,faceswap,Asian (East),women,train
C__id01661__00059_id00460_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01661\00059_id00460_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01661,id00460,-,African,women,train
C__id00592__00017_id00577_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id00577_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00592,id00577,-,African,women,train
C__id01691__00045_0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01691\00045_0.mp4,1,FakeVideo-RealAudio,faceswap,id01691,0.mp4,-,African,men,train
C__id03569__00065_id01661_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03569\00065_id01661_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03569,id01661,-,African,women,train
A__id01051__00322,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01051\00322.mp4,0,RealVideo-RealAudio,real,id01051,-,-,Caucasian (European),men,train
A__id01124__00063,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01124\00063.mp4,0,RealVideo-RealAudio,real,id01124,-,-,Caucasian (American),men,train
C__id09143__00056_id06594_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id09143\00056_id06594_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id09143,id06594,-,Asian (East),men,train
D__id03569__00065_id00220_WlHLlTQKj8g_id03658_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03569\00065_id00220_WlHLlTQKj8g_id03658_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03569,id00220,id03658,African,women,train
C__id00816__00118_id08313_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id00816\00118_id08313_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00816,id08313,-,Asian (South),men,train
C__id07739__00019_id09181_ypUYBHscgD8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id07739\00019_id09181_ypUYBHscgD8.mp4,1,FakeVideo-RealAudio,fsgan,id07739,id09181,-,Asian (East),women,train
C__id06535__00183_id01204_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id06535\00183_id01204_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06535,id01204,-,Asian (East),men,train
C__id03940__00025_id00566_V3Hg_HMhuwQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id03940\00025_id00566_V3Hg_HMhuwQ.mp4,1,FakeVideo-RealAudio,fsgan,id03940,id00566,-,Asian (East),women,train
